ts,listing_key,kodagar,antal_sokande
2026-09-01T20:30:09+02:00,3622-9908-040__2026-08-31,1280,8
2026-09-01T20:30:09+02:00,5102-3508-014__2026-08-31,125,2
2026-09-01T23:46:35+02:00,1106-2306-007__2026-09-01,92,5
2026-09-01T23:46:35+02:00,5201-0104-007__2026-09-01,92,5
2026-09-01T23:46:35+02:00,5201-0105-055__2026-09-01,92,4
2026-09-01T23:46:35+02:00,5201-0109-050__2026-09-01,87,2
2026-09-01T23:46:35+02:00,7303-3108-003__2026-09-01,851,10
2026-09-01T23:46:35+02:00,1106-2307-018__2026-08-31,94,4
2026-09-01T23:46:35+02:00,2118-0405-068__2026-08-31,378,6
2026-09-01T23:46:35+02:00,3622-9907-056__2026-08-31,1280,11
2026-09-01T23:46:35+02:00,5102-3606-012__2026-08-31,230,4
2026-09-01T23:46:35+02:00,5102-3607-011__2026-08-31,230,4
2026-09-01T23:46:35+02:00,5201-0105-024__2026-08-31,585,4
2026-09-01T23:46:35+02:00,5201-0109-020__2026-08-31,71,3
2026-09-01T23:46:35+02:00,7202-4904-107__2026-08-31,91,5
2026-09-01T23:46:35+02:00,7202-5107-106__2026-08-31,81,4
2026-09-01T23:46:35+02:00,7202-5309-102__2026-08-31,94,2
2026-09-01T23:46:35+02:00,7202-6108-101__2026-08-31,40,1
2026-09-01T23:46:35+02:00,7505-0806-006__2026-08-31,316,2
2026-09-01T23:46:35+02:00,1407-6608-003__2026-08-31,286,3
2026-09-01T23:46:35+02:00,2118-0403-069__2026-08-31,96,2
2026-09-01T23:46:35+02:00,3622-9907-032__2026-08-31,1140,5
2026-09-01T23:46:35+02:00,3622-9909-008__2026-08-31,1280,6
2026-09-01T23:46:35+02:00,4415-0106-066__2026-08-31,753,6
2026-09-01T23:46:35+02:00,5102-3505-007__2026-08-31,0,0
2026-09-01T23:46:35+02:00,5201-0104-014__2026-08-31,96,1
2026-09-01T23:46:35+02:00,5201-0502-002__2026-08-31,262,6
2026-09-01T23:46:35+02:00,6202-1503-002__2026-08-31,785,3
2026-09-01T23:46:35+02:00,6202-3201-006__2026-08-31,281,3
2026-09-01T23:46:35+02:00,6202-4804-006__2026-08-31,738,8
2026-09-01T23:46:35+02:00,6404-0304-022__2026-08-31,568,11
2026-09-01T23:46:35+02:00,7202-4710-106__2026-08-31,70,2
2026-09-01T23:46:35+02:00,7202-5707-107__2026-08-31,40,1
2026-09-01T23:46:35+02:00,7404-2202-003__2026-08-31,89,3
2026-09-01T23:46:35+02:00,7505-1304-018__2026-08-31,709,15
2026-09-01T23:46:35+02:00,7505-1305-022__2026-08-31,90,2
2026-09-01T23:46:35+02:00,7505-1405-020__2026-08-31,62,3
2026-09-01T23:46:35+02:00,7707-0307-003__2026-08-31,143,4
2026-09-01T23:46:35+02:00,7707-0401-001__2026-08-31,379,4
2026-09-01T23:46:35+02:00,7707-0407-013__2026-08-31,143,3
2026-09-01T23:46:35+02:00,7707-1201-005__2026-08-31,89,1
2026-09-01T23:46:35+02:00,3622-9905-001__2026-08-31,749,7
2026-09-01T23:46:35+02:00,5201-0103-011__2026-08-31,71,4
2026-09-01T23:46:35+02:00,5201-0105-050__2026-08-31,71,3
2026-09-01T23:46:35+02:00,6202-2201-004__2026-08-31,785,3
2026-09-01T23:46:35+02:00,7303-3206-004__2026-08-31,862,7
2026-09-01T23:46:35+02:00,7909-0103-002__2026-08-31,81,2
2026-09-01T23:46:35+02:00,2118-0403-076__2026-08-31,96,3
2026-09-01T23:46:35+02:00,2118-0404-068__2026-08-31,227,7
2026-09-01T23:46:35+02:00,2118-0405-045__2026-08-31,100,5
2026-09-01T23:46:35+02:00,3622-9908-040__2026-08-31,1280,8
2026-09-01T23:46:35+02:00,5102-3508-014__2026-08-31,230,3
2026-09-02T02:14:03+02:00,1106-2306-007__2026-09-01,93,5
2026-09-02T02:14:03+02:00,5201-0104-007__2026-09-01,93,5
2026-09-02T02:14:03+02:00,5201-0105-055__2026-09-01,93,4
2026-09-02T02:14:03+02:00,5201-0109-050__2026-09-01,91,2
2026-09-02T02:14:03+02:00,7303-3108-003__2026-09-01,852,10
2026-09-02T02:14:03+02:00,1106-2307-018__2026-08-31,95,4
2026-09-02T02:14:03+02:00,2118-0405-068__2026-08-31,379,6
2026-09-02T02:14:03+02:00,3622-9907-056__2026-08-31,1281,11
2026-09-02T02:14:03+02:00,5102-3606-012__2026-08-31,231,4
2026-09-02T02:14:03+02:00,5102-3607-011__2026-08-31,231,5
2026-09-02T02:14:03+02:00,5201-0105-024__2026-08-31,586,4
2026-09-02T02:14:03+02:00,5201-0109-020__2026-08-31,72,3
2026-09-02T02:14:03+02:00,7202-4904-107__2026-08-31,91,5
2026-09-02T02:14:03+02:00,7202-5107-106__2026-08-31,81,4
2026-09-02T02:14:03+02:00,7202-5309-102__2026-08-31,95,2
2026-09-02T02:14:03+02:00,7202-6108-101__2026-08-31,41,2
2026-09-02T02:14:03+02:00,7505-0806-006__2026-08-31,317,2
2026-09-02T02:14:03+02:00,1407-6608-003__2026-08-31,287,3
2026-09-02T02:14:03+02:00,2118-0403-069__2026-08-31,97,2
2026-09-02T02:14:03+02:00,3622-9907-032__2026-08-31,1141,6
2026-09-02T02:14:03+02:00,3622-9909-008__2026-08-31,1281,6
2026-09-02T02:14:03+02:00,4415-0106-066__2026-08-31,754,6
2026-09-02T02:14:03+02:00,5102-3505-007__2026-08-31,0,0
2026-09-02T02:14:03+02:00,5201-0104-014__2026-08-31,97,1
2026-09-02T02:14:03+02:00,5201-0502-002__2026-08-31,263,6
2026-09-02T02:14:03+02:00,6202-1503-002__2026-08-31,786,4
2026-09-02T02:14:03+02:00,6202-3201-006__2026-08-31,372,5
2026-09-02T02:14:03+02:00,6202-4804-006__2026-08-31,739,8
2026-09-02T02:14:03+02:00,6404-0304-022__2026-08-31,569,11
2026-09-02T02:14:03+02:00,7202-4710-106__2026-08-31,70,2
2026-09-02T02:14:03+02:00,7202-5707-107__2026-08-31,41,1
2026-09-02T02:14:03+02:00,7404-2202-003__2026-08-31,89,3
2026-09-02T02:14:03+02:00,7505-1304-018__2026-08-31,710,15
2026-09-02T02:14:03+02:00,7505-1305-022__2026-08-31,90,2
2026-09-02T02:14:03+02:00,7505-1405-020__2026-08-31,63,3
2026-09-02T02:14:03+02:00,7707-0307-003__2026-08-31,144,4
2026-09-02T02:14:03+02:00,7707-0401-001__2026-08-31,380,4
2026-09-02T02:14:03+02:00,7707-0407-013__2026-08-31,144,3
2026-09-02T02:14:03+02:00,7707-1201-005__2026-08-31,89,1
2026-09-02T02:14:03+02:00,3622-9905-001__2026-08-31,750,7
2026-09-02T02:14:03+02:00,5201-0103-011__2026-08-31,72,4
2026-09-02T02:14:03+02:00,5201-0105-050__2026-08-31,72,3
2026-09-02T02:14:03+02:00,6202-2201-004__2026-08-31,786,4
2026-09-02T02:14:03+02:00,7303-3206-004__2026-08-31,863,7
2026-09-02T02:14:03+02:00,7909-0103-002__2026-08-31,81,2
2026-09-02T02:14:03+02:00,2118-0403-076__2026-08-31,97,3
2026-09-02T02:14:03+02:00,2118-0404-068__2026-08-31,228,7
2026-09-02T02:14:03+02:00,2118-0405-045__2026-08-31,101,5
2026-09-02T02:14:03+02:00,3622-9908-040__2026-08-31,1281,8
2026-09-02T02:14:03+02:00,5102-3508-014__2026-08-31,231,4
2026-09-02T06:36:56+02:00,1106-2306-007__2026-09-01,93,5
2026-09-02T06:36:56+02:00,5201-0104-007__2026-09-01,93,5
2026-09-02T06:36:56+02:00,5201-0105-055__2026-09-01,93,4
2026-09-02T06:36:56+02:00,5201-0109-050__2026-09-01,91,2
2026-09-02T06:36:56+02:00,7303-3108-003__2026-09-01,852,10
2026-09-02T06:36:56+02:00,1106-2307-018__2026-08-31,95,4
2026-09-02T06:36:56+02:00,2118-0405-068__2026-08-31,379,6
2026-09-02T06:36:56+02:00,3622-9907-056__2026-08-31,1281,11
2026-09-02T06:36:56+02:00,5102-3606-012__2026-08-31,231,4
2026-09-02T06:36:56+02:00,5102-3607-011__2026-08-31,231,5
2026-09-02T06:36:56+02:00,5201-0105-024__2026-08-31,586,4
2026-09-02T06:36:56+02:00,5201-0109-020__2026-08-31,72,3
2026-09-02T06:36:56+02:00,7202-4904-107__2026-08-31,91,5
2026-09-02T06:36:56+02:00,7202-5107-106__2026-08-31,81,4
2026-09-02T06:36:56+02:00,7202-5309-102__2026-08-31,95,2
2026-09-02T06:36:56+02:00,7202-6108-101__2026-08-31,41,2
2026-09-02T06:36:56+02:00,7505-0806-006__2026-08-31,317,2
2026-09-02T06:36:56+02:00,1407-6608-003__2026-08-31,287,3
